Date,HomeTeam,AwayTeam,FTR,VCH,B365H,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,AM1,AM2,AM3,AM4,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,H2HM1,H2HM2,H2HM3,H2HM4,H2HM5,final1,final2
2010-08-22,Newcastle,Aston Villa,0,3.0,3.2,0.0,0.0285714285714285,0.0297029702970297,0.0,0.0,1.5,1,2,2,2,3,2,2,2,0,0,0,0,0,0,0,0,-1.5,1.5,-1.5,-1.5,12.0,-1,-1,-1,-1,-1,1.0,0.0
2010-08-23,Man City,Liverpool,0,2.38,2.38,0.0,0.0095238095238095,0.0,0.0103092783505154,0.5,0.5,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2.0,-1,-1,-1,-1,-1,1.0,0.0
2010-08-28,Blackburn,Arsenal,1,5.5,6.0,0.0196078431372549,0.0666666666666666,0.0198019801980198,0.0103092783505154,1.0,1.3333333333333333,1,3,2,2,3,0,2,2,0,0,0,0,0,0,0,0,0.0,2.0,-0.3333333333333333,-0.3333333333333333,7.0,-1,-1,-1,-1,-1,0.0,1.0
2010-08-28,Blackpool,Fulham,1,3.12,3.2,0.0392156862745098,0.019047619047619,0.0594059405940594,0.0206185567010309,1.0,0.6666666666666666,1,3,2,2,0,0,2,2,0,0,0,0,0,0,0,0,-0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,6.0,-1,-1,-1,-1,-1,0.0,1.0
2010-08-28,Chelsea,Stoke,0,1.11,1.11,0.1176470588235294,0.019047619047619,0.0,0.0412371134020618,2.0,0.0,3,3,2,2,1,1,2,2,0,0,0,0,0,0,0,0,4.0,-0.6666666666666666,2.0,2.0,-10.0,-1,-1,-1,-1,-1,1.0,0.0
2010-08-28,Man United,West Ham,0,1.14,1.14,0.0490196078431372,0.0095238095238095,0.0198019801980198,0.0618556701030927,1.3333333333333333,0.0,0,3,2,2,1,1,2,2,0,0,0,0,0,0,0,0,1.0,-1.6666666666666667,1.3333333333333333,1.3333333333333333,-15.0,-1,-1,-1,-1,-1,1.0,0.0
2010-08-28,Tottenham,Wigan,1,1.25,1.25,0.0196078431372549,0.0,0.0099009900990099,0.1030927835051546,1.3333333333333333,0.0,3,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0.3333333333333333,-3.333333333333333,1.3333333333333333,1.3333333333333333,-12.0,-1,-1,-1,-1,-1,0.0,1.0
2010-08-28,Wolves,Newcastle,1,2.5,2.4,0.0294117647058823,0.0571428571428571,0.0198019801980198,0.0309278350515463,1.3333333333333333,1.0,0,3,2,2,3,1,2,2,0,0,0,0,0,0,0,0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,-3.0,-1,-1,-1,-1,-1,0.0,1.0
2010-08-29,Aston Villa,Everton,0,2.6,2.5,0.0294117647058823,0.0095238095238095,0.0594059405940594,0.0206185567010309,1.0,0.3333333333333333,1,3,2,2,0,1,2,2,0,0,0,0,0,0,0,0,-1.0,-0.3333333333333333,0.6666666666666666,0.6666666666666666,-2.0,-1,-1,-1,-1,-1,1.0,0.0
2010-08-29,Bolton,Birmingham,1,2.15,2.1,0.0294117647058823,0.0380952380952381,0.0099009900990099,0.0309278350515463,1.3333333333333333,1.3333333333333333,3,0,2,2,3,0,2,2,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,5.0,-1,-1,-1,-1,-1,0.0,1.0
2010-08-29,Liverpool,West Brom,0,1.25,1.22,0.0098039215686274,0.0095238095238095,0.0396039603960396,0.0618556701030927,0.3333333333333333,1.0,1,0,2,2,3,1,2,2,0,0,0,0,0,0,0,0,-1.0,-1.6666666666666667,-0.6666666666666666,-0.6666666666666666,-11.0,-1,-1,-1,-1,-1,1.0,0.0
2010-08-29,Sunderland,Man City,0,4.4,4.5,0.0196078431372549,0.0285714285714285,0.0297029702970297,0.0,0.3333333333333333,1.3333333333333333,1,0,2,2,3,0,2,2,0,0,0,0,0,0,0,0,-0.3333333333333333,1.0,-1.0,-1.0,8.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-11,Arsenal,Bolton,0,1.25,1.25,0.088235294117647,0.0476190476190476,0.0198019801980198,0.0309278350515463,1.75,1.25,3,3,0,2,0,3,0,2,0,0,0,0,0,0,0,0,1.75,0.5,0.5,0.5,-11.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-11,Everton,Man United,1,4.4,4.2,0.0098039215686274,0.0761904761904762,0.0297029702970297,0.0206185567010309,0.25,1.75,1,0,1,2,3,0,3,2,0,0,0,0,0,0,0,0,-0.5,1.5,-1.5,-1.5,6.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-11,Fulham,Wolves,0,1.83,1.83,0.0392156862745098,0.0380952380952381,0.0396039603960396,0.0309278350515463,0.75,1.25,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0.0,0.25,-0.5,-0.5,-3.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-11,Man City,Blackburn,1,1.33,1.33,0.0294117647058823,0.0285714285714285,0.0099009900990099,0.0412371134020618,1.0,0.75,1,3,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0.5,-0.25,0.25,0.25,-5.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-11,Newcastle,Blackpool,1,1.57,1.57,0.0686274509803921,0.0571428571428571,0.0396039603960396,0.0824742268041237,1.0,1.0,0,3,1,2,0,1,3,2,0,0,0,0,0,0,0,0,0.75,-0.5,0.0,0.0,0.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-11,West Brom,Tottenham,1,3.8,3.75,0.0098039215686274,0.019047619047619,0.0693069306930693,0.0206185567010309,0.75,1.0,1,3,1,2,1,3,0,2,0,0,0,0,0,0,0,0,-1.5,0.0,-0.25,-0.25,14.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-11,West Ham,Chelsea,1,11.0,10.0,0.0098039215686274,0.1333333333333333,0.0891089108910891,0.0,0.0,2.25,1,1,1,2,3,3,3,2,0,0,0,0,0,0,0,0,-2.0,3.5,-2.25,-2.25,16.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-11,Wigan,Sunderland,1,2.5,2.5,0.0098039215686274,0.0285714285714285,0.099009900990099,0.0309278350515463,0.75,1.0,3,1,1,2,3,1,0,2,0,0,0,0,0,0,0,0,-2.25,0.0,-0.25,-0.25,3.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-12,Birmingham,Liverpool,1,3.2,3.1,0.0588235294117647,0.019047619047619,0.0495049504950495,0.0412371134020618,1.25,1.0,0,3,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0.25,-0.5,0.25,0.25,2.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-13,Stoke,Aston Villa,0,2.6,2.5,0.0196078431372549,0.0380952380952381,0.0594059405940594,0.0618556701030927,0.0,1.5,1,1,1,2,3,1,3,2,0,0,0,0,0,0,0,0,-1.0,-0.5,-1.5,-1.5,5.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-18,Aston Villa,Bolton,1,1.83,1.8,0.0490196078431372,0.0571428571428571,0.0792079207920792,0.0721649484536082,1.2,1.0,1,3,1,3,1,0,3,0,0,0,0,0,0,0,0,0,-0.6,-0.2,0.2,0.2,-8.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-18,Blackburn,Fulham,1,2.1,2.0,0.0392156862745098,0.0571428571428571,0.0495049504950495,0.0515463917525773,0.8,1.2,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.2,-0.4,-0.4,-2.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-18,Everton,Newcastle,1,1.62,1.62,0.0392156862745098,0.0666666666666666,0.0594059405940594,0.0618556701030927,0.4,0.8,0,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,-0.4,0.2,-0.4,-0.4,-10.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-18,Stoke,West Ham,1,1.91,1.91,0.0392156862745098,0.019047619047619,0.0693069306930693,0.1237113402061855,0.6,0.0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.6,-2.0,0.6,0.6,-6.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-18,Sunderland,Arsenal,1,5.25,5.5,0.0392156862745098,0.1238095238095238,0.0396039603960396,0.0309278350515463,1.0,2.0,0,3,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,2.0,-1.0,-1.0,10.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-18,Tottenham,Wolves,0,1.44,1.4,0.0294117647058823,0.0476190476190476,0.0297029702970297,0.0515463917525773,1.0,1.0,0,1,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-11.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-18,West Brom,Birmingham,0,2.3,2.25,0.0196078431372549,0.0571428571428571,0.0792079207920792,0.0515463917525773,0.8,1.2,0,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,-1.2,0.2,-0.4,-0.4,9.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-19,Chelsea,Blackpool,0,1.1,1.1,0.1666666666666666,0.0761904761904762,0.0099009900990099,0.0824742268041237,2.4,1.4,3,3,3,3,3,0,1,3,0,0,0,0,0,0,0,0,3.2,0.0,1.0,1.0,-17.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-19,Man United,Liverpool,0,1.73,1.7,0.1078431372549019,0.019047619047619,0.0495049504950495,0.0412371134020618,1.6,1.0,0,3,0,3,0,3,1,0,0,0,0,0,0,0,0,0,1.2,-0.4,0.6,0.6,-5.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-19,Wigan,Man City,1,5.0,5.0,0.0196078431372549,0.0380952380952381,0.1089108910891089,0.0206185567010309,0.8,1.0,0,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0,-1.8,0.4,-0.2,-0.2,11.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-25,Arsenal,West Brom,1,1.22,1.22,0.1372549019607843,0.0476190476190476,0.0396039603960396,0.0927835051546391,1.8333333333333333,1.1666666666666667,0,3,3,3,3,0,1,3,0,0,0,0,0,0,0,0,1.6666666666666667,-0.6666666666666666,0.6666666666666666,0.6666666666666666,-15.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-25,Birmingham,Wigan,1,1.83,1.83,0.0686274509803921,0.019047619047619,0.0792079207920792,0.134020618556701,1.0,0.6666666666666666,1,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,-0.1666666666666666,-1.8333333333333333,0.3333333333333333,0.3333333333333333,-7.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-25,Blackpool,Blackburn,1,3.2,3.2,0.0784313725490196,0.0476190476190476,0.1188118811881188,0.0618556701030927,1.1666666666666667,0.8333333333333334,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.1666666666666666,0.3333333333333333,0.3333333333333333,8.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-25,Fulham,Everton,1,2.75,2.75,0.0686274509803921,0.0380952380952381,0.0594059405940594,0.0721649484536082,1.1666666666666667,0.3333333333333333,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.1666666666666666,-0.5,0.8333333333333334,0.8333333333333334,4.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-25,Liverpool,Sunderland,1,1.44,1.44,0.0392156862745098,0.0476190476190476,0.0693069306930693,0.0515463917525773,0.8333333333333334,1.0,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,-0.5,0.0,-0.1666666666666666,-0.1666666666666666,-6.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-25,Man City,Chelsea,0,3.6,3.6,0.0588235294117647,0.2,0.0198019801980198,0.0103092783505154,1.3333333333333333,2.5,3,0,1,3,3,3,3,3,0,0,0,0,1,1,0,0,0.6666666666666666,3.333333333333333,-1.1666666666666667,-1.1666666666666667,4.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-25,West Ham,Tottenham,0,3.75,3.5,0.0294117647058823,0.0571428571428571,0.1287128712871287,0.0412371134020618,0.1666666666666666,1.3333333333333333,0,1,1,1,3,0,1,3,0,0,1,0,0,0,0,0,-1.6666666666666667,0.3333333333333333,-1.1666666666666667,-1.1666666666666667,13.0,-1,-1,-1,-1,-1,1.0,0.0
2010-09-26,Bolton,Man United,1,7.5,7.5,0.0686274509803921,0.1333333333333333,0.0792079207920792,0.0721649484536082,1.0,1.8333333333333333,0,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,-0.1666666666666666,1.1666666666666667,-0.8333333333333334,-0.8333333333333334,12.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-26,Newcastle,Stoke,1,1.95,1.91,0.0784313725490196,0.0476190476190476,0.0594059405940594,0.0824742268041237,1.1666666666666667,0.6666666666666666,3,1,0,3,0,3,1,1,0,0,0,0,0,0,1,0,0.3333333333333333,-0.5,0.5,0.5,7.0,-1,-1,-1,-1,-1,0.0,1.0
2010-09-26,Wolves,Aston Villa,1,2.88,2.88,0.0588235294117647,0.0571428571428571,0.0792079207920792,0.0927835051546391,0.8333333333333334,1.1666666666666667,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.5,-0.3333333333333333,-0.3333333333333333,9.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-02,Birmingham,Everton,1,2.88,2.88,0.0686274509803921,0.0380952380952381,0.0792079207920792,0.0721649484536082,1.0,0.4285714285714285,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.1428571428571428,-0.4285714285714285,0.5714285714285714,0.4285714285714285,1.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-02,Stoke,Blackburn,0,2.3,2.25,0.0686274509803921,0.0666666666666666,0.0891089108910891,0.0721649484536082,1.0,1.1428571428571428,3,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,-0.2857142857142857,0.0,-0.1428571428571428,0.2857142857142857,1.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-02,Sunderland,Man United,1,5.0,5.0,0.0686274509803921,0.1523809523809524,0.0693069306930693,0.0927835051546391,1.0,1.7142857142857142,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0.0,1.0,-0.7142857142857143,-0.4285714285714285,11.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-02,Tottenham,Aston Villa,0,1.95,1.91,0.0588235294117647,0.0761904761904762,0.0495049504950495,0.1030927835051546,1.1428571428571428,1.4285714285714286,1,3,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0.1428571428571428,-0.2857142857142857,-0.2857142857142857,0.0,-2.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-02,West Brom,Bolton,1,2.1,2.1,0.0784313725490196,0.0857142857142857,0.1089108910891089,0.1030927835051546,1.4285714285714286,1.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.4285714285714285,-0.1428571428571428,0.4285714285714285,0.5714285714285714,4.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-02,West Ham,Fulham,1,2.3,2.25,0.0392156862745098,0.0666666666666666,0.1287128712871287,0.0618556701030927,0.5714285714285714,1.1428571428571428,3,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,-1.2857142857142858,0.1428571428571428,-0.5714285714285714,-0.4285714285714285,5.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-02,Wigan,Wolves,0,2.3,2.25,0.0196078431372549,0.0666666666666666,0.1287128712871287,0.1030927835051546,0.7142857142857143,0.7142857142857143,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,-1.5714285714285714,-0.4285714285714285,0.0,0.4285714285714285,1.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-03,Chelsea,Arsenal,0,1.73,1.73,0.2058823529411764,0.1523809523809524,0.0198019801980198,0.0721649484536082,2.142857142857143,1.5714285714285714,1,3,3,3,1,0,3,3,1,0,0,0,1,0,0,0,2.7142857142857144,1.2857142857142858,0.5714285714285714,0.2857142857142857,-2.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-03,Liverpool,Blackpool,1,1.33,1.33,0.0588235294117647,0.0857142857142857,0.0891089108910891,0.1443298969072164,0.8571428571428571,1.0,0,1,0,3,1,1,3,0,0,0,0,0,0,0,0,0,-0.4285714285714285,-0.7142857142857143,-0.1428571428571428,0.1428571428571428,-11.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-03,Man City,Newcastle,0,1.44,1.44,0.0686274509803921,0.0857142857142857,0.0198019801980198,0.0824742268041237,1.5714285714285714,1.0,3,3,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.4285714285714285,-13.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-16,Arsenal,Birmingham,0,1.3,1.29,0.1568627450980392,0.0666666666666666,0.0891089108910891,0.1030927835051546,1.375,0.875,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0.875,-0.375,0.5,0.5,-6.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-16,Aston Villa,Chelsea,1,5.0,5.0,0.088235294117647,0.219047619047619,0.1188118811881188,0.0206185567010309,1.25,2.25,1,3,0,1,3,1,3,3,0,0,0,0,1,0,0,0,-0.375,2.625,-1.0,-0.625,5.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-16,Bolton,Stoke,0,2.25,2.2,0.0980392156862745,0.0761904761904762,0.1089108910891089,0.0927835051546391,1.0,1.25,0,0,0,1,3,3,0,3,0,0,0,0,0,0,0,0,-0.125,-0.125,-0.25,-0.75,3.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-16,Fulham,Tottenham,1,2.88,2.88,0.0784313725490196,0.0761904761904762,0.0693069306930693,0.0618556701030927,1.125,1.375,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0.125,0.25,-0.25,0.0,8.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-16,Man United,West Brom,1,1.25,1.25,0.1568627450980392,0.0857142857142857,0.0891089108910891,0.1237113402061855,1.625,1.375,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0.875,-0.375,0.25,0.125,-16.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-16,Newcastle,Wigan,1,1.85,1.83,0.0980392156862745,0.0380952380952381,0.099009900990099,0.134020618556701,0.875,1.0,1,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0.0,-1.125,-0.125,-0.5,2.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-16,Wolves,West Ham,1,2.3,2.25,0.0686274509803921,0.0476190476190476,0.1188118811881188,0.1443298969072164,0.625,0.625,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,-0.625,-1.125,0.0,-0.5,-2.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-17,Blackpool,Man City,1,6.0,5.5,0.1078431372549019,0.0857142857142857,0.1485148514851485,0.0309278350515463,1.25,1.75,3,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,-0.5,0.75,-0.5,-0.375,13.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-17,Everton,Liverpool,0,2.4,2.4,0.0588235294117647,0.0666666666666666,0.0693069306930693,0.1134020618556701,0.75,0.75,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.125,-0.5,0.0,0.0,1.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-18,Blackburn,Sunderland,1,2.1,2.1,0.0686274509803921,0.0666666666666666,0.0792079207920792,0.0721649484536082,1.0,1.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125,0.0,0.0,-0.25,-3.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-23,Birmingham,Blackpool,0,1.91,1.83,0.0784313725490196,0.1238095238095238,0.1188118811881188,0.1855670103092783,0.7777777777777778,1.1111111111111112,1,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,-0.4444444444444444,-0.5555555555555556,-0.3333333333333333,-0.4444444444444444,-9.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-23,Chelsea,Wolves,0,1.14,1.13,0.2254901960784313,0.0761904761904762,0.0198019801980198,0.134020618556701,2.111111111111111,0.6666666666666666,0,3,1,3,0,1,1,1,0,0,0,0,0,0,1,0,2.333333333333333,-0.5555555555555556,1.4444444444444444,1.0,-14.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-23,Sunderland,Aston Villa,0,2.4,2.4,0.0686274509803921,0.0857142857142857,0.0693069306930693,0.1237113402061855,1.0,1.2222222222222223,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0,-0.3333333333333333,-0.2222222222222222,0.0,7.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-23,Tottenham,Everton,1,2.1,2.1,0.0980392156862745,0.0761904761904762,0.0693069306930693,0.0721649484536082,1.5555555555555556,1.0,3,3,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.2222222222222222,-4.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-23,West Brom,Fulham,0,2.15,2.2,0.1078431372549019,0.0857142857142857,0.1386138613861386,0.0927835051546391,1.3333333333333333,1.0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,6.0,-1,-1,-1,-1,-1,1.0,0.0
2010-10-23,West Ham,Newcastle,1,2.38,2.38,0.0588235294117647,0.1142857142857142,0.1485148514851485,0.1237113402061855,0.6666666666666666,0.8888888888888888,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,-1.0,0.0,-0.2222222222222222,0.2222222222222222,-1.0,-1,-1,-1,-1,-1,0.0,1.0
2010-10-23,Wigan,Bolton,1,2.4,2.38,0.0588235294117647,0.1142857142857142,0.1485148514851485,0.1237113402061855,1.0,1.2222222222222223,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,-0.2222222222222222,0.0,2.0,-1,-1,-1,-1,-1,0.0,1.0
